,clust,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Education,Vehicle Size
3032,2,5994.255419,74284,74,27,5,0,3,268.130863,4,1
3033,1,4477.45201,41402,119,26,26,4,1,571.2,0,1
3034,2,5544.909083,79619,71,3,34,3,6,280.89705,3,0
3035,2,3600.9343259999996,25147,101,7,54,0,1,694.598288,3,1
3036,2,9934.865795,56379,125,0,59,1,8,600.0,3,1
3037,1,6874.84827,0,96,35,27,0,6,691.2,0,1
3038,2,2374.1474190000004,48911,61,15,6,0,1,292.8,3,0
3039,1,9162.063169,29723,80,8,79,0,2,20.985104999999997,1,1
3040,2,7380.086414,21841,91,33,47,0,7,436.8,4,1
3041,1,2655.996158,31796,68,27,16,0,1,377.442796,0,1
3042,1,7591.109245999999,0,105,0,16,0,4,504.0,0,2
3043,1,5015.009472,48567,130,12,15,0,1,624.0,0,1
3044,1,4603.975141,66161,118,19,86,0,1,457.59376399999996,1,1
3045,2,2551.226692,79751,63,15,67,0,1,392.235698,4,2
3046,1,5641.35916,39469,71,1,29,0,4,315.560161,0,0
3047,2,5463.913828,44305,67,33,39,0,9,214.77228399999998,4,1
3048,1,4866.647452,0,68,4,17,0,9,444.030724,0,1
3049,2,2779.85389,38893,69,12,60,0,1,279.960213,2,1
3050,1,4563.018085,39187,118,32,43,1,1,566.4,1,2
3051,0,14376.55039,70341,179,11,43,0,3,253.51193500000002,1,1
3052,1,2279.747148,0,64,9,95,0,1,460.8,0,1
3053,1,5380.316468999999,0,73,11,95,0,3,350.4,0,1
3054,2,8708.279279999999,30090,73,10,3,0,2,329.517492,3,0
3055,0,18611.453559999998,49673,232,27,57,0,7,1021.654003,4,1
3056,1,2215.912948,0,66,31,14,0,1,389.944994,1,1
3057,2,7780.903354000001,0,70,29,93,0,2,504.0,3,2
3058,2,2860.864563,50332,72,2,11,0,1,345.6,3,0
3059,1,5577.942343,70190,71,20,22,0,3,15.169017000000002,0,1
3060,2,7268.096004000001,38179,90,12,91,1,3,374.716271,4,1
3061,1,4060.9561630000003,0,115,18,30,1,1,699.8234610000001,0,1
3062,1,7813.411572,25859,74,0,44,0,2,355.2,0,2
3063,2,4762.156975,36529,118,6,41,0,1,255.00511600000002,4,1
3064,1,14166.203440000001,67588,118,0,58,0,2,566.4,0,1
3065,0,4354.398727000001,0,121,30,85,0,1,871.2,3,1
3066,1,2880.348532,81565,71,19,54,0,1,190.642833,1,1
3067,0,19185.0725,35322,244,4,33,0,5,76.826503,0,2
3068,1,5329.075482,43671,67,6,67,0,3,190.649902,0,1
3069,1,4883.805481,58682,61,24,34,0,4,206.81028600000002,0,1
3070,1,4510.194071,44230,114,2,45,0,1,738.2224940000001,1,1
3071,0,15304.517769999999,40269,193,32,27,0,3,926.4,0,2
3072,1,5237.935672,31756,66,34,44,0,8,160.855921,1,1
3073,2,15119.555390000001,47725,63,10,66,0,2,142.205246,2,1
3074,1,5860.01804,38684,74,1,22,0,6,376.760016,0,1
3075,0,32306.28587,36301,118,11,85,0,2,647.954067,3,1
3076,2,4655.392106,0,67,18,44,0,3,482.4,3,1
3077,1,5326.501981,22268,67,12,70,0,8,294.80391299999997,1,1
3078,1,6513.6126380000005,50037,81,24,91,0,6,303.384527,1,1
3079,1,3491.741616,0,104,30,88,0,1,748.8,0,1
3080,2,7870.360084,75740,98,8,42,0,3,46.702524,4,1
3081,1,4274.618943,39621,109,4,23,1,1,25.292113,1,1
3082,1,7189.106255,75838,90,6,64,0,6,428.907968,0,2
3083,1,11315.20373,11885,101,18,39,0,2,484.8,0,1
3084,2,2480.5292640000002,29444,63,5,84,0,1,302.4,3,1
3085,0,7344.836276999999,64371,181,4,50,0,1,868.8,3,2
3086,2,6974.922464,26514,91,16,58,0,3,655.2,3,2
3087,2,20096.893369999998,92766,71,17,15,0,2,379.029102,3,0
3088,1,5623.6111869999995,31504,71,8,27,0,3,340.8,1,2
3089,2,2828.095211,98680,72,27,38,2,1,345.6,3,1
3090,1,7294.492993000001,0,113,12,66,2,7,733.737214,1,1
3091,1,5583.575264,76927,138,2,46,0,1,114.74354699999999,1,1
3092,1,25763.414230000002,78804,71,35,93,0,2,389.636991,0,1
3093,2,5639.941974,73168,70,21,50,0,3,425.800112,3,1
3094,2,4576.759564,48569,114,0,14,0,1,434.7579,4,1
3095,1,2875.43239,84768,72,6,31,0,1,110.48466100000002,0,1
3096,2,3031.399321,0,86,7,31,0,1,619.2,3,1
3097,2,5979.724161,57693,76,16,56,0,3,547.2,3,1
3098,1,2242.244448,0,65,18,48,0,1,85.612463,1,1
3099,2,16547.637280000003,46593,70,3,81,0,2,129.151543,3,1
3100,0,15814.74557,0,146,7,50,0,2,1055.43784,1,1
3101,2,4879.384813000001,67163,61,17,41,2,5,33.192803000000005,4,2
3102,2,5494.87251,89205,68,28,86,0,6,165.523154,4,1
3103,0,5060.303189,0,138,23,76,0,1,570.7774410000001,2,1
3104,1,11269.23099,65448,94,28,66,0,2,451.2,0,1
3105,2,10552.87837,77627,88,14,38,0,2,205.16917800000002,3,1
3106,1,7517.378484000001,37695,96,17,3,0,3,460.8,0,2
3107,1,6298.177143,89411,78,14,99,0,4,116.23732199999999,1,1
3108,0,7821.945981999999,0,114,27,39,0,4,914.3155300000001,1,2
3109,2,22806.469119999998,10337,67,16,56,0,2,321.6,4,2
3110,1,4386.277558,10621,67,28,22,0,5,321.6,1,1
3111,2,3499.9884079999997,16711,91,29,50,1,1,580.6222190000001,3,1
3112,1,7528.092744,0,106,0,44,0,7,508.8,1,1
3113,1,2732.613084,42968,69,15,85,0,1,331.2,1,1
3114,0,13736.1325,16181,181,22,79,0,8,1261.319869,4,1
3115,2,7060.212867,85412,88,33,92,0,3,134.68455500000002,3,1
3116,2,3732.3059450000005,75774,92,30,55,1,1,441.6,3,1
3117,2,4064.1823170000002,26599,101,24,83,0,1,254.380731,4,1
3118,1,5754.746414,34847,73,26,24,0,7,525.6,0,2
3119,2,8460.80939,0,115,13,43,0,4,552.0,3,0
3120,1,5638.150224,85896,70,28,27,0,3,48.629646,0,1
3121,2,7163.540342,0,66,8,11,0,2,316.8,2,2
3122,1,2803.796963,43775,70,3,42,0,1,310.744656,1,1
3123,2,20940.30306,0,67,11,6,0,2,482.4,3,1
3124,2,3130.67843,42056,78,21,2,0,1,221.951098,3,0
3125,2,3741.570763,13093,100,30,73,0,1,514.507039,3,1
3126,1,3439.089657,98278,85,26,60,0,1,367.577872,1,1
3127,1,7284.445594,44605,91,3,45,0,7,436.8,1,1
3128,1,5278.528037,32365,67,28,78,0,3,193.147858,0,1
3129,1,5680.276365,82255,71,29,59,0,5,145.004323,1,1
3130,1,2194.668123,0,62,11,48,0,1,623.525433,1,1
3131,2,6473.3256200000005,0,88,3,99,0,6,468.49276100000003,3,2
3132,2,18522.29433,65903,66,4,98,0,2,316.8,3,1
3133,1,4700.007467,11417,63,25,57,0,6,302.4,1,2
3134,0,21295.51371,0,96,15,73,0,2,677.616967,3,1
3135,1,6158.846901,0,67,20,29,2,2,321.6,1,1
3136,2,8653.562027,69704,72,25,92,0,2,89.92128100000001,2,1
3137,2,3776.320768,20101,96,28,44,0,1,291.536748,2,1
3138,1,4897.041423,24383,69,4,78,2,4,331.2,0,1
3139,1,14947.9173,22139,100,34,31,0,2,480.0,0,1
3140,1,9011.129467,88708,112,6,71,0,9,499.663591,0,2
3141,2,10083.48688,11828,90,18,84,0,2,571.479602,3,0
3142,1,2938.728161,0,80,2,49,1,1,384.0,0,1
3143,2,5639.941974,73168,70,21,50,0,3,425.800112,3,1
3144,1,2606.0455190000002,0,71,10,22,0,1,409.45948799999996,0,2
3145,0,52811.49112,0,182,8,70,0,2,873.6,0,2
3146,2,5226.286196999999,76646,65,3,30,0,9,263.844471,4,1
3147,2,8382.630118000001,19683,117,17,41,1,9,561.6,3,1
3148,2,14703.132459999999,0,71,16,30,1,2,819.576016,3,2
3149,0,18948.34795,0,124,13,70,0,2,595.2,4,1
3150,1,12265.60041,35693,103,8,63,0,2,494.4,0,2
3151,1,4529.976333,0,65,7,67,0,7,438.36938200000003,1,1
3152,0,9220.013197,0,136,13,28,0,4,979.2,3,1
3153,1,4087.512572,24123,104,7,61,0,1,748.8,1,1
3154,1,9247.547393,85654,116,5,55,0,4,346.26529500000004,0,0
3155,0,13024.13012,0,125,6,61,0,2,900.0,4,2
3156,0,25807.063,71210,214,8,89,1,2,1027.2,1,2
3157,1,6104.723142,84822,76,5,13,0,5,219.87945200000001,1,1
3158,2,2725.356404,36650,69,2,70,1,1,56.60333000000001,4,0
3159,2,3260.74476,0,90,8,33,0,1,432.0,3,1
3160,0,23740.12142,28025,87,28,94,0,2,611.40108,3,1
3161,1,7599.895826999999,52113,97,14,85,0,6,465.6,1,1
3162,0,32467.66151,37675,104,23,18,0,2,731.970027,2,1
3163,2,5633.949267,37595,70,2,22,0,9,501.99463499999996,3,1
3164,2,5640.021911,41396,70,7,7,0,3,336.0,3,1
3165,2,8370.401649,77512,104,2,5,0,6,433.60853399999996,3,2
3166,2,5170.450306000001,35334,65,29,31,0,4,468.0,3,2
3167,1,7521.194691,0,104,13,20,0,3,499.2,1,2
3168,2,12731.95161,40870,105,3,56,0,2,504.0,2,0
3169,1,5666.867961999999,53907,71,1,52,0,9,189.907577,0,1
3170,1,4436.806209,77609,111,26,75,0,1,62.935952,0,1
3171,2,17966.28765,0,70,15,44,0,2,504.0,3,1
3172,2,2436.0059969999998,87462,61,0,79,1,1,51.294615,4,1
3173,1,6650.816974,99494,83,11,65,0,3,398.4,0,2
3174,1,2751.3658219999998,42585,69,16,44,0,1,288.295744,0,1
3175,1,4362.931238,58842,110,6,74,0,1,528.0,1,1
3176,2,4014.4531130000005,37384,99,9,17,0,1,475.2,2,1
3177,1,8459.053233,92717,70,24,19,0,2,224.27582,1,1
3178,1,2203.439795,0,72,33,6,2,1,518.715288,1,1
3179,2,9388.162927,75264,78,24,92,0,2,343.34030099999995,3,1
3180,1,6791.215414,0,101,19,11,1,8,727.2,0,0
3181,0,23142.1509,0,105,16,16,0,2,564.947278,1,1
3182,1,3038.114641,31532,79,1,26,0,1,241.07784300000003,0,1
3183,2,8879.790017,52583,113,12,59,0,7,528.2008599999999,3,2
3184,0,21590.44235,62477,183,7,75,0,2,40.287304,3,1
3185,1,8457.461231000001,26023,72,26,33,1,2,79.463916,1,1
3186,1,4770.7390399999995,28666,64,23,81,0,8,307.2,0,0
3187,1,4312.869599000001,21004,62,27,20,0,3,297.6,0,1
3188,1,6293.963715999999,45430,81,21,37,0,8,388.8,0,0
3189,0,7098.017093,37511,185,14,93,2,1,579.4671910000001,0,1
3190,1,4395.885525,28719,110,0,17,0,1,792.0,1,1
3191,2,5564.735366,49833,69,5,74,0,7,331.2,4,2
3192,1,5321.108879,67431,136,28,17,1,1,652.8,1,0
3193,1,2867.3121969999997,23376,78,19,18,0,1,374.4,0,1
3194,1,9414.119587000001,20455,84,14,40,2,2,564.9220339999999,1,1
3195,0,7414.436023,62473,185,25,29,0,1,1298.853615,0,1
3196,1,5078.451231,35289,65,34,94,0,3,123.945627,0,1
3197,2,2773.4553579999997,73478,68,2,38,0,1,241.88877999999997,3,1
3198,1,8072.746442000001,30584,68,10,37,0,2,51.662597,0,1
3199,1,12280.766609999999,88340,102,16,1,0,2,489.6,1,1
3200,1,3136.432103,49532,79,16,9,1,1,220.186677,1,1
3201,0,5232.333113000001,0,154,26,85,0,1,1140.523821,1,1
3202,2,14722.22122,43982,126,20,68,1,2,604.8,4,2
3203,0,30118.6554,68906,187,12,61,0,2,1053.300143,3,1
3204,1,5970.995736999999,64008,85,9,66,5,5,372.893812,1,1
3205,1,8026.278333,87421,99,21,6,0,6,475.2,0,1
3206,1,3567.5037549999997,0,102,28,11,0,1,660.4304559999999,0,1
3207,1,8491.020256,62076,71,25,82,0,2,227.225113,1,1
3208,1,2545.220272,26746,66,20,41,0,1,165.75305,0,1
3209,1,8870.673845000001,91580,73,14,52,0,2,290.70096,1,1
3210,0,46770.94705,64403,198,11,86,0,2,111.17302099999999,3,2
3211,1,9378.900706,51425,119,32,66,0,3,560.154132,0,0
3212,2,5645.513529,44162,71,27,16,0,7,160.825045,3,1
3213,1,8406.763319,67128,105,33,90,0,4,339.01772900000003,1,2
3214,1,4655.209814,30383,119,32,25,0,1,803.686321,0,2
3215,1,6520.824777000001,93721,80,22,62,0,6,489.59464199999996,0,0
3216,1,2989.963139,79867,74,25,76,1,1,78.172321,0,2
3217,0,32677.342839999998,39393,121,11,61,0,2,491.15119699999997,2,1
3218,1,21112.53624,0,81,12,59,0,2,136.848554,0,1
3219,1,4270.034393999999,0,122,27,2,0,1,725.870693,1,1
3220,2,7911.626106999999,43916,68,10,59,2,2,326.4,3,2
3221,1,3944.231185,33282,100,24,66,1,1,207.510821,0,2
3222,2,23777.81427,33032,86,33,77,1,2,87.080119,4,1
3223,1,6842.580051999999,25259,87,18,8,0,9,417.6,0,1
3224,1,2521.161048,19637,67,34,30,0,1,333.138214,1,1
3225,1,3808.122147,94903,94,3,38,0,1,451.2,1,2
3226,0,15512.56424,39794,133,0,7,0,2,638.4,1,2
3227,2,6751.782327,42433,85,28,47,0,5,410.946167,3,1
3228,1,7405.420506,22044,65,35,70,0,2,10.393016000000001,0,0
3229,1,7218.015592,32312,61,29,31,3,2,276.590788,2,1
3230,1,3362.551989,0,97,28,29,0,1,698.4,1,1
3231,2,5038.979968,72919,130,20,22,5,1,936.0,3,2
3232,1,8681.046339,0,86,6,57,2,2,541.2177429999999,0,0
3233,1,13197.92893,0,68,19,2,3,2,326.4,1,0
3234,1,4595.457544,76357,117,18,96,1,1,4.074222,0,1
3235,2,5073.282126,57709,125,10,26,0,1,600.0,2,1
3236,1,4636.54647,26802,66,7,43,1,5,316.8,1,1
3237,1,8376.332294,26448,105,7,42,0,3,75.330276,1,1
3238,2,25997.74996,62262,72,17,2,0,2,193.505325,3,2
3239,1,4971.353586,98784,124,7,36,1,1,155.412984,0,1
3240,1,13270.9446,28727,113,7,42,0,2,350.877502,1,1
3241,2,5519.078475,50406,70,20,23,0,9,132.20861200000002,3,1
3242,2,7942.174212999999,41832,66,19,15,0,2,402.74991800000004,4,2
3243,1,5504.1390329999995,0,73,18,45,0,5,350.4,0,1
3244,0,5140.112889999999,0,138,22,18,0,1,900.6173640000001,3,2
3245,1,6583.205690999999,0,97,22,5,0,3,465.6,0,1
3246,2,7899.217251000001,40032,99,18,35,0,8,475.2,3,1
3247,2,7659.499583,95701,98,24,8,3,3,99.697769,3,2
3248,1,7055.962564,0,108,25,82,1,4,777.6,0,1
3249,2,7238.504048999999,0,66,31,54,1,2,393.64561499999996,3,1
3250,2,3824.4312979999995,62530,95,35,28,0,1,61.693771,2,1
3251,2,3870.356928,0,106,8,65,0,1,508.8,4,1
3252,2,16525.38067,24414,104,34,80,0,2,499.2,3,1
3253,1,2450.8809539999997,82695,62,10,39,0,1,217.945243,0,1
3254,0,5666.69628,48156,143,9,20,0,1,686.4,1,1
3255,1,7298.583562000001,74069,63,33,81,2,2,275.516438,0,1
3256,1,8838.085637,82664,114,24,10,3,9,133.425609,0,1
3257,2,5375.6571460000005,0,80,13,57,1,4,749.134686,3,1
3258,1,5598.008379999999,51737,71,13,55,0,6,430.16327699999994,1,1
3259,1,16953.08411,76797,71,22,2,0,2,234.771653,0,1
3260,1,14002.75508,61225,117,3,0,0,2,442.37487300000004,0,2
3261,2,2807.049427,80915,70,17,66,0,1,187.854818,3,1
3262,0,10529.012359999999,12688,140,5,96,0,3,672.0,3,1
3263,1,6057.07208,27681,83,13,62,0,9,398.4,0,1
3264,1,12904.94336,27778,109,30,14,0,2,523.2,0,0
3265,2,2471.5284309999997,95697,61,16,55,0,1,114.273025,3,1
3266,1,5651.396772,44634,71,16,99,1,9,396.035334,0,2
3267,1,12885.786759999999,37050,110,4,75,1,2,528.0,1,1
3268,1,5551.394979,56872,69,20,99,0,9,192.879457,1,1
3269,2,5439.342442,0,82,12,40,0,6,590.4,3,2
3270,1,4454.104455,0,68,5,72,1,3,326.4,1,0
3271,1,5195.824739,69488,68,13,25,3,3,326.4,1,1
3272,2,4551.060479,0,62,25,98,0,3,446.4,3,1
3273,0,16570.09009,23589,211,30,13,0,6,1012.8,0,2
3274,1,8002.308333,0,107,3,65,0,3,513.6,1,1
3275,2,2743.553584,95782,68,6,22,1,1,247.847239,2,1
3276,1,8139.001345999999,24992,106,24,8,0,3,508.8,0,2
3277,1,10507.694959999999,20043,92,13,9,0,2,516.0885440000001,0,1
3278,1,7218.085486,0,104,29,4,0,3,748.8,1,2
3279,2,4861.369008,36305,61,19,61,0,9,292.8,3,2
3280,1,5786.493979999999,44784,73,32,35,0,4,395.386573,0,1
3281,1,7707.806541,0,113,0,11,0,3,542.4,1,1
3282,1,4974.801539,75644,65,5,68,3,9,467.803638,0,1
3283,2,10626.80746,27339,97,0,37,2,2,44.730323,3,1
3284,2,7996.604028,43657,66,21,74,0,2,316.8,4,0
3285,0,27945.89465,0,95,32,69,0,2,684.0,0,1
3286,2,7498.290823,31134,96,24,16,0,6,666.5271,3,1
3287,2,2637.148672,50512,67,19,16,0,1,351.403677,4,0
3288,1,4882.493829,80604,61,22,86,0,3,255.982609,1,1
3289,2,5363.528173,64604,67,18,71,1,8,272.445607,3,1
3290,1,3548.3979659999995,0,103,17,18,0,1,741.6,1,2
3291,1,4233.56878,95647,106,11,30,0,1,508.8,0,1
3292,2,11293.98192,0,104,19,32,0,2,499.2,3,1
3293,2,7258.992716,60969,61,9,5,0,2,146.119178,3,1
3294,2,2695.4554829999997,0,76,33,84,0,1,547.2,3,2
3295,1,6063.19979,20676,79,28,27,0,7,379.2,1,1
3296,2,5258.2515619999995,37874,65,30,65,0,8,41.016038,3,0
3297,1,12390.47778,14382,66,8,48,0,2,316.8,0,1
3298,2,3677.7840509999996,32314,92,7,80,0,1,662.4,3,1
3299,2,6104.849081,62455,77,27,85,1,5,338.144854,3,2
3300,2,2991.423685,35605,74,0,95,0,1,355.2,4,1
3301,1,8034.520139,0,103,16,50,0,7,741.6,0,1
3302,0,9778.984109,0,137,7,15,0,3,986.4,1,1
3303,1,7284.262288,10334,64,5,80,0,2,296.962938,1,1
3304,2,2728.03759,44025,69,0,75,0,1,331.2,3,1
3305,0,7519.029686,32397,190,14,95,0,1,334.626758,0,2
3306,1,8183.592208,24345,106,15,21,0,3,637.695945,0,1
3307,2,4583.748377,94804,115,13,79,4,1,764.592151,4,1
3308,1,11638.89947,25370,102,10,77,0,2,489.6,1,0
3309,1,14455.860209999999,0,78,2,63,0,2,561.6,1,1
3310,0,8478.278069,53234,109,27,37,0,7,1212.988796,1,2
3311,2,3923.265453,0,108,2,38,0,1,912.5815970000001,3,2
3312,2,5201.707743,0,70,2,49,0,9,336.0,3,0
3313,0,3857.9471759999997,0,121,12,67,2,1,1032.204305,0,1
3314,2,3649.658983,19013,95,1,58,0,1,456.0,3,1
3315,2,2652.289648,0,73,2,35,0,1,490.69099500000004,2,1
3316,0,7583.56435,81568,186,0,73,0,1,737.4422950000001,4,1
3317,2,8535.108303,53223,72,9,0,0,2,299.788806,3,0
3318,0,4152.652599,0,123,33,13,0,1,885.6,0,1
3319,1,7166.3434689999995,59253,89,17,70,0,3,67.801384,0,1
3320,2,5048.051359,34452,126,2,51,0,1,604.8,3,0
3321,1,4579.605586,40160,118,7,48,1,1,566.4,0,2
3322,1,4605.0366460000005,22571,63,29,51,0,9,302.4,1,0
3323,2,4969.529102,62365,62,0,99,0,8,297.6,3,1
3324,2,2267.604038,0,61,3,67,0,1,292.8,2,1
3325,0,36229.40842,22220,105,29,46,0,2,22.45383,0,1
3326,1,8810.89555,76266,110,24,88,1,3,155.708627,0,1
3327,0,4656.488488,0,128,6,37,1,1,1548.310532,4,1
3328,1,4318.088108,0,68,7,53,3,3,230.10996400000002,0,1
3329,1,5382.752045,77552,68,33,76,1,7,45.215059000000004,0,1
3330,2,2953.6179629999997,76474,74,4,79,2,1,355.2,2,2
3331,2,8051.56643,57664,100,21,48,0,7,344.92728999999997,2,1
3332,1,6627.148927,82377,83,28,19,0,7,498.33526100000006,0,2
3333,1,10148.41973,44856,66,24,71,1,2,316.8,0,2
3334,1,7628.749434,0,77,17,65,0,2,369.6,1,2
3335,1,2582.408525,76731,64,2,68,0,1,201.455005,0,1
3336,1,3265.156348,25820,82,10,69,0,1,393.6,0,1
3337,1,5996.065073,0,83,5,59,0,9,398.4,1,1
3338,2,5768.8306219999995,92509,71,16,43,0,8,109.29611799999999,2,1
3339,2,21480.81781,15505,68,24,2,0,2,383.890867,4,0
3340,2,2891.717971,21979,73,7,86,0,1,518.686584,4,2
3341,1,7381.914168000001,54878,96,5,11,3,9,204.953947,1,1
3342,1,5308.617246,40178,136,7,13,0,1,652.8,0,1
3343,1,2912.59798,65436,73,14,55,0,1,40.752864,0,2
3344,1,11814.47532,0,106,1,38,0,2,763.2,0,0
3345,2,4726.963307,0,64,10,16,0,6,307.2,3,1
3346,2,5073.282126,57709,125,10,26,0,1,600.0,2,1
3347,1,3096.511217,21604,79,14,28,0,1,379.2,1,1
3348,1,7891.584409,28422,68,5,63,1,2,453.909559,0,0
3349,0,19454.40847,59853,124,18,79,0,2,570.847354,0,2
3350,1,22332.439459999998,49078,97,10,3,0,2,484.013411,1,1
3351,1,4598.2357329999995,51523,116,11,20,0,1,738.840818,1,1
3352,2,8215.388242,0,110,10,32,0,7,601.021286,2,2
3353,2,4903.1527479999995,0,66,22,1,1,3,475.2,3,1
3354,0,24186.88247,32989,102,25,12,0,2,489.6,1,2
3355,1,2419.306466,0,70,12,29,1,1,336.0,1,2
3356,2,2491.317024,36631,62,30,77,0,1,67.530904,2,0
3357,2,9657.579498000001,0,131,34,61,0,9,628.8,3,1
3358,1,2621.116054,26477,66,18,37,0,1,144.987956,1,1
3359,2,4944.088761999999,53607,61,4,18,0,9,93.891207,3,1
3360,1,5206.761563,21594,71,16,23,3,3,340.8,1,2
3361,1,6109.135438,0,85,25,24,0,6,612.0,0,1
3362,2,2601.468833,80584,65,33,17,0,1,312.0,3,2
3363,1,5849.486464,67511,73,3,5,0,8,350.4,0,2
3364,2,16301.9676,19614,85,21,32,0,2,574.024018,4,1
3365,1,26462.75908,0,82,15,88,2,2,511.32039100000003,0,1
3366,1,26199.52707,20346,74,13,57,0,2,358.643521,0,1
3367,1,6470.535463,48638,82,16,29,0,3,183.10444099999998,1,1
3368,1,9501.005425,46855,119,13,94,0,9,472.391125,1,2
3369,1,10970.13221,38873,92,6,33,0,2,599.8111719999999,1,1
3370,2,2435.619979,25703,62,4,64,0,1,297.6,2,2
3371,1,4362.931238,58842,110,6,74,0,1,528.0,1,1
3372,2,19231.77266,99772,158,10,38,0,2,51.902587,4,1
3373,2,8382.630118000001,19683,117,17,41,1,9,561.6,3,1
3374,2,4434.411172,34549,111,8,78,0,1,125.93300500000001,3,1
3375,2,2372.1554920000003,19030,62,7,22,0,1,355.820799,3,1
3376,1,3611.1835049999995,63329,92,33,87,0,1,441.6,1,1
3377,2,3034.7977170000004,79253,76,23,7,0,1,254.984946,3,1
3378,1,9095.049868,37937,116,11,42,0,5,556.8,1,1
3379,2,4884.15708,21766,62,29,65,0,3,179.14181000000002,3,1
3380,2,5681.307056000001,67132,71,34,71,0,6,466.37170499999996,3,0
3381,1,2458.562965,0,71,21,8,1,1,511.2,1,1
3382,2,9357.737820999999,33060,117,19,91,0,3,56.731578000000006,3,1
3383,1,2759.978287,92296,69,4,65,0,1,331.2,0,1
3384,2,9635.58373,90334,119,4,46,0,9,423.78514800000005,2,1
3385,1,8346.019875,40105,104,21,26,0,3,878.413622,1,1
3386,1,8370.56545,33409,105,4,17,0,7,553.5534269999999,0,1
3387,0,12689.42804,0,117,4,89,1,2,1163.669865,1,1
3388,1,2538.62632,18608,71,13,24,0,1,340.8,0,1
3389,2,4732.219556,55385,61,7,22,0,3,292.8,3,1
3390,2,8246.830811,62588,104,21,22,0,3,499.2,4,1
3391,1,2548.393565,22050,66,9,47,0,1,316.8,1,1
3392,1,4929.549699,25632,63,27,52,0,7,351.270869,0,1
3393,1,3289.120863,40097,92,23,35,4,1,227.221652,1,1
3394,1,2771.0450309999997,50071,71,3,32,0,1,18.918935,1,1
3395,2,6899.709948999999,37308,86,19,69,0,9,301.011106,3,1
3396,1,5112.306584,44743,137,16,55,4,1,741.300032,1,2
3397,1,4109.793608,86657,103,22,51,0,1,316.227946,0,2
3398,0,27440.611010000004,84306,137,16,37,0,2,863.413385,3,0
3399,0,20957.605040000002,0,118,29,45,0,2,566.4,1,1
3400,1,2548.842787,47346,65,6,35,0,1,312.0,0,2
3401,1,2714.654446,88545,68,25,33,0,1,374.108319,0,0
3402,1,5790.462518,52443,73,0,47,1,4,350.4,0,1
3403,1,7627.31479,36084,99,3,9,1,7,152.77903799999999,0,1
3404,2,7903.993374,35406,69,13,15,4,2,67.504452,4,2
3405,2,5293.717318,0,74,14,43,0,4,712.1265860000001,3,2
3406,1,3673.9907479999997,41185,99,20,6,4,1,363.613596,0,1
3407,0,21592.10096,51204,181,28,23,0,2,929.5544449999999,3,1
3408,1,2452.059049,30216,63,18,74,0,1,302.4,1,1
3409,1,7255.7144530000005,10710,94,12,33,0,7,451.2,1,2
3410,0,7412.962014,0,112,32,74,0,5,806.4,1,1
3411,2,9048.983447,0,119,9,8,0,3,571.2,3,1
3412,1,4270.034393999999,0,122,27,2,0,1,725.870693,1,1
3413,1,4929.549699,25632,63,27,52,0,7,351.270869,0,1
3414,0,3539.9715899999997,0,99,13,87,0,1,1158.858027,3,1
3415,1,5568.889245,53295,70,12,97,0,8,250.423844,1,2
3416,0,9817.026936,0,139,9,22,0,6,1000.8,3,1
3417,1,2542.845763,37072,64,1,1,0,1,307.2,1,0
3418,1,10484.91535,61108,89,22,93,0,2,49.451116999999996,1,1
3419,2,6310.400194,79880,79,22,68,1,7,568.8,3,1
3420,2,8106.221539,81580,101,2,56,0,6,633.439417,4,1
3421,2,3398.007367,0,92,7,75,0,1,611.8445839999999,3,1
3422,2,16301.9676,19614,85,21,32,0,2,574.024018,4,1
3423,2,2722.408776,58620,68,8,60,0,1,292.135884,3,0
3424,0,15789.65496,0,212,28,51,0,4,1526.4,3,0
3425,0,4904.894731,12902,139,3,51,0,1,667.2,1,1
3426,1,3785.754787,26318,96,23,29,0,1,679.392372,0,1
3427,1,4200.818894,20263,63,31,2,0,7,373.454457,0,2
3428,1,3619.060986,0,98,27,47,0,1,310.842085,0,1
3429,1,4880.713626,52819,124,16,89,0,1,282.500791,1,1
3430,1,12687.154840000001,63918,64,4,14,0,2,307.2,1,2
3431,1,4848.90183,0,66,11,60,0,3,316.8,1,2
3432,1,4334.064096,23904,123,1,67,3,1,590.4,0,1
3433,1,6677.418103,0,97,10,77,1,9,251.63901,1,1
3434,2,8973.110905,69736,111,11,7,0,3,424.424732,4,1
3435,0,7109.296548,69700,181,9,49,0,1,645.921338,0,1
3436,0,10208.927609999999,35482,129,21,59,0,3,619.2,1,1
3437,1,2719.506996,14030,72,11,3,0,1,345.6,1,0
3438,1,4465.604359,50909,112,11,39,0,1,339.048157,0,1
3439,1,5593.4340090000005,96406,69,16,64,0,8,331.2,0,1
3440,1,6768.997026999999,77001,85,4,58,0,3,408.0,0,1
3441,1,2454.589361,0,72,25,4,0,1,518.4,0,1
3442,1,2576.380679,24732,67,4,49,0,1,321.6,0,2
3443,1,4282.9479710000005,40864,109,16,70,1,1,166.937747,1,1
3444,1,5845.426201,43145,73,1,0,0,6,516.4211240000001,0,1
3445,1,10484.91535,61108,89,22,93,0,2,49.451116999999996,1,1
3446,1,5509.377781,34236,70,3,87,0,8,336.0,0,2
